City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
697,Walvis Bay,NA,-22.9575,14.5053,72.55,78,6,6.91,clear sky
698,Prainha,BR,-1.8,-53.48,78.96,89,77,3.09,broken clouds
699,Kangaatsiaq,GL,68.3065,-53.4641,-10.1,91,100,8.34,overcast clouds
700,Buenos Aires,AR,-34.6132,-58.3772,88.02,58,0,12.66,clear sky
701,Port Keats,AU,-14.25,129.55,76.96,92,92,6.38,overcast clouds
702,Guangyuan,CN,32.442,105.823,39.27,81,84,2.3,broken clouds
703,Curuguaty,PY,-24.4694,-55.6945,94.3,25,11,6.22,few clouds
704,Shihezi,CN,44.3,86.0333,13.93,97,100,1.14,overcast clouds
705,Cascais,PT,38.6979,-9.4215,60.15,72,20,15.01,light rain
706,Broken Hill,AU,-31.95,141.4333,60.51,59,0,14.97,clear sky
707,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.71,96,100,0.56,overcast clouds
708,Flin Flon,CA,54.7682,-101.865,3.04,72,100,11.5,light snow
